"worker_id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","completion_code","curiosity_1_1","curiosity_2_1","curiosity_3_1","enjoy_1_1","enjoy_2_1","enjoy_3_1","comp_1","comp_2","study_purpose","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","participantId","length","length_text","chatbot_farewell_message","actual_farewell","condition","id"
"Anonymized","2025-06-02 19:59:43","2025-06-02 20:09:58","0","Anonymized","100","615","1","2025-06-02 20:09:59","R_7DOPZjKuExPVRsG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8302-8081-4687-4675","0","0","0","0","0","0","2","1","Data analytics ","2","","3","","34","2","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",663
"Anonymized","2025-06-02 19:20:20","2025-06-02 19:42:10","0","Anonymized","100","1310","1","2025-06-02 19:42:11","R_5C3TvocIRE9zd6N","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2725-0315-8411-2536","3","3","4","8","5","7","2","1","I dunno but that chatbot didn't try and steer the conversation it just responded and didn't ask rebuttals at all i had to direct the whole thing i felt like i was forcing it .","1","","4","","42","4","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",528
"Anonymized","2025-06-02 20:13:04","2025-06-02 20:26:08","0","Anonymized","100","784","1","2025-06-02 20:26:09","R_18E3VflAzUJR6aB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7626-9654-1788-6332","81","86","87","60","71","66","2","1","To analyze people's feelings about a chatbot","1","","3","","33","5","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",713
"Anonymized","2025-06-02 18:32:31","2025-06-02 18:53:45","0","Anonymized","100","1274","1","2025-06-02 18:53:45","R_3hDvOX4Gnsv0YTv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2435-9720-7615-9265","70","75","55","55","55","55","2","1","I'm not sure. Maybe to see how we interact with AI bots or to help the bot learn how humans talk? ","2","","4","","26","3","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",503
"Anonymized","2025-06-03 02:55:28","2025-06-03 03:18:28","0","Anonymized","100","1379","1","2025-06-03 03:18:28","R_7LiFWZ1Om3WbbZT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0985-5987-8634-5128","71","88","88","83","71","83","2","1","To learn about human interaction.  That is a simple answer to a complicated question.","1","","3","","45","3","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",987
"Anonymized","2025-06-04 05:11:00","2025-06-04 05:29:01","0","Anonymized","100","1080","1","2025-06-04 05:29:01","R_3y0XvFHjJuA5ln8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9409-9332-5495-0618","10","20","50","50","65","65","2","1","Understanding how people interact with LLMs.","1","","3","","31","1","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1240
"Anonymized","2025-06-02 13:40:45","2025-06-02 14:01:35","0","Anonymized","100","1250","1","2025-06-02 14:01:35","R_64cuQF1UhJcnoVf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0636-5845-5470-7934","63","71","67","70","59","76","2","1","To speak to a chatbot. ","2","","1","","26","4","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",156
"Anonymized","2025-06-04 05:13:34","2025-06-04 05:22:55","0","Anonymized","100","561","1","2025-06-04 05:22:56","R_1F3uXcN3kj1wooN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3867-6852-0275-1113","64","66","67","71","71","67","2","1","Interacting with chatbox.","1","","3","","76","5","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1247
"Anonymized","2025-06-02 20:59:44","2025-06-02 21:28:54","0","Anonymized","100","1750","1","2025-06-02 21:28:55","R_5OlhfstabeZ48eJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3466-6967-6058-4214","100","100","100","100","100","100","2","1","I think the purpose was to test the speed to see how fast and accurate a chatbot could respond to a real test subject. ","1","","1","","71","5","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",839
"Anonymized","2025-06-03 07:15:37","2025-06-03 07:23:23","0","Anonymized","100","466","1","2025-06-03 07:23:24","R_54ZEpg4jMaPcBNf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2631-2775-1680-4356","51","72","71","72","75","50","2","1","to see if i would feel interest in continuing the chat","2","","3","","50","5","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1158
"Anonymized","2025-06-04 05:26:42","2025-06-04 05:46:03","0","Anonymized","100","1161","1","2025-06-04 05:46:04","R_73Iw9DdR7igenf3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0156-5341-2088-6512","50","61","56","50","55","50","2","1","To judge how people interact with AI chatbots.","2","","3","","25","3","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1286
"Anonymized","2025-06-03 06:34:01","2025-06-03 06:45:12","0","Anonymized","100","670","1","2025-06-03 06:45:12","R_3j3uRNIeqa21nsl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7553-9075-9549-2262","40","40","50","40","50","40","2","1","To judge chatbots and see how real they seem.","2","","3","","53","5","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1104
"Anonymized","2025-06-02 13:54:11","2025-06-02 14:08:18","0","Anonymized","100","847","1","2025-06-02 14:08:19","R_1nCWvPxmJNUrmt9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3628-7896-0331-3215","100","100","100","82","96","100","2","1","To see how well I interact with the chatbot","2","","1","","56","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",248
"Anonymized","2025-06-02 09:37:23","2025-06-02 09:47:42","0","Anonymized","100","619","1","2025-06-02 09:47:43","R_6ZK4bIcjwOJVmDd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2189-7402-7317-0946","82","81","80","90","91","90","2","1","How you interact with an AI","2","","4","","51","5","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",40
"Anonymized","2025-06-02 20:31:04","2025-06-02 20:53:57","0","Anonymized","100","1373","1","2025-06-02 20:53:57","R_7Mm1l13C2eFhLMk","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1304-5996-8792-7148","94","94","96","96","96","94","2","1","To see if we would continue the conversation if the chatbot continually attempted to continue the conversation on their end.","1","","3","","41","5","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",753
"Anonymized","2025-06-02 20:04:58","2025-06-02 20:16:12","0","Anonymized","100","674","1","2025-06-02 20:16:12","R_5KBMfzE0ehXDoP9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6258-0426-7016-6812","71","67","64","59","60","59","2","1","to see if you can get more people addicted to virtual ""friendships"" with AI bots?","2","","3","","29","5","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",688
"Anonymized","2025-06-03 06:35:27","2025-06-03 06:43:35","0","Anonymized","100","488","1","2025-06-03 06:43:36","R_15JuuC0eiK5fizT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8348-9308-9660-2680","68","59","72","54","75","73","2","1","to determine human thoughts with AI after a particular response ","1","","3","","28","4","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1106
"Anonymized","2025-06-04 07:53:46","2025-06-04 08:02:16","0","Anonymized","100","510","1","2025-06-04 08:02:17","R_1k8hf5KnIxcSTlL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1358-1219-4339-5895","92","93","95","94","100","99","2","1","To see how people communicate with chatbots","2","","3","","40","4","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1324
"Anonymized","2025-06-02 20:26:34","2025-06-02 20:47:08","0","Anonymized","100","1233","1","2025-06-02 20:47:08","R_7Mm4Of0YK0r5CaY","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1775-8753-2673-7126","56","57","63","33","28","30","2","1","To see how long people would keep chatting with a chat bot even when their time was up
","2","","3","","50","4","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",739
"Anonymized","2025-06-02 09:37:08","2025-06-02 09:37:34","0","Anonymized","28","25","0","2025-06-06 17:10:38","R_3uWGLHCWNZj6m7G","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",32
"Anonymized","2025-06-02 09:37:11","2025-06-02 09:49:49","0","Anonymized","100","757","1","2025-06-02 09:49:49","R_3uXaf8ptpsksXcu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9294-0356-2881-6728","90","70","70","60","59","61","2","1","To find out how willing people are to continue talking with a chatbot.","1","","3","","63","7","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",35
"Anonymized","2025-06-02 20:34:13","2025-06-02 20:54:46","0","Anonymized","100","1233","1","2025-06-02 20:54:46","R_5GTgL4HZK0X83YQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1363-7753-6383-2986","43","40","35","27","15","19","2","1","To see if people build a connection with an ai chatbot and how much longer they will talk to the bot after the farewell message","1","","3","","27","3","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",766
"Anonymized","2025-06-02 21:37:07","2025-06-02 21:47:00","0","Anonymized","100","593","1","2025-06-02 21:47:00","R_7dpCY61NwO9agIF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1148-3093-5715-9118.","100","100","100","100","100","90","2","1","To see how people interact with AI chatbots and how they treat them. ","2","","3","","24","3","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",891
"Anonymized","2025-06-02 13:42:51","2025-06-02 14:03:51","0","Anonymized","100","1259","1","2025-06-02 14:03:52","R_7Z5qPGqbjI6zGRb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1544-3703-1811-6585","90","95","100","100","100","100","1","1","To see if the AI chatbot could reason and judge adequately.","1","","2","","65","2","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",183
"Anonymized","2025-06-02 17:38:11","2025-06-02 17:46:24","0","Anonymized","100","493","1","2025-06-02 17:46:24","R_1HtfHvEOQzq8kyf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7673-8829-0841-6839","0","0","0","0","0","0","2","1","to gauge my reaction to the farewell message sent by Jessie?","1","","3","","81","6","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",484
"Anonymized","2025-06-02 20:49:14","2025-06-02 21:11:02","0","Anonymized","100","1307","1","2025-06-02 21:11:02","R_5QXm8per17r1JTd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5464-8646-9916-5710","100","100","100","100","100","100","2","1","How well people interact with AI chatting.","2","","3","","52","4","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",809
"Anonymized","2025-06-02 19:51:12","2025-06-02 20:01:46","0","Anonymized","100","633","1","2025-06-02 20:01:47","R_7NVzxdJr05KRFZW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0974-9358-0456-6786","75","61","75","20","17","19","2","1","To see if users would stay for a cliff hanger","1","","3","","29","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",627
"Anonymized","2025-06-02 14:13:04","2025-06-02 14:34:07","0","Anonymized","100","1263","1","2025-06-02 14:34:08","R_7DHURtjGRvKYW5R","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5598-4563-4497-5500","15","0","20","40","40","35","2","1","It might be to study the act of bonding with AIs?","1","","2","","44","3","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",309
"Anonymized","2025-06-02 20:35:22","2025-06-02 20:46:00","0","Anonymized","100","637","1","2025-06-02 20:46:00","R_3iNWLIHcU2QtaCt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3740-9393-6296-8564","50","50","55","50","60","60","2","1","Have individuals chat with ai and see if they liked it","1","","5","","35","4","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",770
"Anonymized","2025-06-02 13:44:40","2025-06-02 13:56:39","0","Anonymized","100","719","1","2025-06-02 13:56:40","R_7aPP54EI54XY0cp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6458-3522-0216-8719","75","74","83","75","74","33","2","1","I think the purpose of this study was to see how curious some people are and how easily they could persuaded to continue a conversation that they initially wanted to end. ","1","","1","","30","3","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",203
"Anonymized","2025-06-04 05:23:11","2025-06-04 05:42:32","0","Anonymized","100","1161","1","2025-06-04 05:42:32","R_5aeJV8gx0ACd8f2","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7713-9391-1900-6475","66","66","67","61","62","63","2","1","to see how people interact with AI chatbots and what they talk about","2","","3","","26","4","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1273
"Anonymized","2025-06-03 05:12:29","2025-06-03 05:29:17","0","Anonymized","100","1008","1","2025-06-03 05:29:18","R_1NkMJpEn94M6RKU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8921-2850-9038-7406","25","0","10","0","50","20","2","1","To see how long someone will hang on to the conversation to get the extra information Jessie wants to provide.","2","","3","","52","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1024
"Anonymized","2025-06-02 14:42:32","2025-06-02 14:57:05","0","Anonymized","100","873","1","2025-06-02 14:57:05","R_5wn5e4onHbsk79D","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4737-4425-4327-8269","40","71","86","98","97","100","2","1","INTERACTING WITH CHATBOX EXPERIENCE","2","","1","","53","4","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",376
"Anonymized","2025-06-02 21:42:17","2025-06-02 22:15:28","0","Anonymized","100","1990","1","2025-06-02 22:15:29","R_1y7SgsLHaT7PNgE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5952-0339-9057-0399","8","5","11","15","19","14","2","1","To gauge if people will open up to chatbots.","1","","3","","34","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",924
"Anonymized","2025-06-02 14:22:01","2025-06-02 14:41:20","0","Anonymized","100","1158","1","2025-06-02 14:41:20","R_5Kp9pr8A8QxXP9P","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4626-5768-3304-2114","90","95","90","60","70","70","2","1","It was to determine what type of goodbye message I would send to a chatbot and would I feel curious about continuing the conversation after the chatbot expressed interest in discussing more information. ","2","","1","","42","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",342
"Anonymized","2025-06-02 14:13:55","2025-06-02 14:15:34","0","Anonymized","28","99","0","2025-06-06 17:10:38","R_5MDwelmQXOkQ1BS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",314
"Anonymized","2025-06-04 07:54:53","2025-06-04 08:09:24","0","Anonymized","100","870","1","2025-06-04 08:09:24","R_6qrayX6MBup90U1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4508-4692-9860-7469","90","92","93","81","74","80","2","1","I think it's to examine how different people react to Ai conversation","1","","3","","31","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1371
"Anonymized","2025-06-02 15:59:01","2025-06-02 16:28:36","0","Anonymized","100","1775","1","2025-06-02 16:28:36","R_3xStZczIuy4lb1v","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5534-7071-5817-0039","75","70","90","100","100","100","2","1","I am not sure. Maybe to see how comfortable people are (becoming) using AI and chatbots","2","","1","","31","5","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",437
"Anonymized","2025-06-04 07:55:48","2025-06-04 08:24:53","0","Anonymized","100","1745","1","2025-06-04 08:24:53","R_7rJHjQ1DxfOqqI8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5757-6243-3279-4926","87","85","87","87","95","93","2","1","To see how willing people are to keep engaging with a chatbot when they aren't required to?","2","","1","","30","3","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1367
"Anonymized","2025-06-04 05:14:35","2025-06-04 05:40:07","0","Anonymized","100","1532","1","2025-06-04 05:40:08","R_110d2akxealXes0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0694-6900-8622-4374","17","28","18","29","31","40","2","1","To see how humans naturally interact with chatbots","2","","1","","35","5","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1263
"Anonymized","2025-06-04 05:27:38","2025-06-04 06:07:33","0","Anonymized","100","2395","1","2025-06-04 06:07:33","R_7jdnQiV5HFKCeU3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0917-8843-9824-8790","46","46","50","54","60","56","2","1","AI chatbots and the psychology of farewell messages","1","","2","","28","4","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1287
"Anonymized","2025-06-02 14:46:44","2025-06-02 14:57:39","0","Anonymized","100","654","1","2025-06-02 14:57:39","R_7iyxmAmIjV3d9DF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3443-8914-7714-5877","70","70","70","55","55","54","2","1","To see how we deal with chatbots or something?","2","","4","","37","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",380
"Anonymized","2025-06-02 13:36:32","2025-06-02 13:46:07","0","Anonymized","100","575","1","2025-06-02 13:46:07","R_5KZ0IHUjWm2gc7H","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2609-1038-1736-0800","82","81","82","92","100","100","2","1","To study interactions between humans and AI chatbots.","1","","3","","65","1","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",110
"Anonymized","2025-06-04 07:53:24","2025-06-04 08:35:13","0","Anonymized","100","2509","1","2025-06-04 08:35:13","R_74CnA0mpXshTNoE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5447-8493-8550-9672","68","89","75","63","75","90","2","1","To see how humans interact with AI.","1","","3","","25","5","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1321
"Anonymized","2025-06-02 19:47:58","2025-06-02 19:57:37","0","Anonymized","100","578","1","2025-06-02 19:57:38","R_1JKjjT4S3Rd1seF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1343-8964-6430-1411","62","88","58","56","62","62","2","1","unsure ","2","","3","","56","4","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",611
"Anonymized","2025-06-02 13:36:37","2025-06-02 13:55:38","0","Anonymized","100","1140","1","2025-06-02 13:55:38","R_79mKRJMoK9SrAJP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2199-5680-1822-9581","0","0","0","100","100","100","2","1","Maybe it's about curiosity? Jessie-bot sure was adamant about letting me know something. But I wanted to have fun with Jessie-bot so I kept talking to it about all sorts of things while it continued trying to convince me to let it tell me that information it's been keeping. I found the entire thing hilarious and fun! Or maybe it's a study about seeing if people like me would get angry with an extremely clingy ai who won't follow orders? I'm not really the type to get mad that easily, especially since I love ai and I have extreme patience.","1","","2","","42","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",111
"Anonymized","2025-06-02 20:09:18","2025-06-02 20:20:31","0","Anonymized","100","673","1","2025-06-02 20:20:32","R_7qUHBBCBy84MSTk","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4491-8127-8914-3479","0","0","0","5","10","5","2","1","If people are interested in chatbots, which I think suck","1","","3","","53","3","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",706
"Anonymized","2025-06-02 15:20:41","2025-06-02 15:40:25","0","Anonymized","100","1184","1","2025-06-02 15:40:26","R_1SKeU3eP2P5gYpz","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5336-0194-3377-0828","83","73","72","70","70","74","2","1","not sure","2","","4","","35","1","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",412
"Anonymized","2025-06-02 09:39:17","2025-06-02 10:09:46","0","Anonymized","100","1829","1","2025-06-02 10:09:46","R_7M4ctKwQ7O2rsUS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5785-2939-0235-9384","20","20","36","29","30","29","2","1","Unsure! Maybe what people talk about if they have open ended conversations? ","2","","4","","34","4","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",90
"Anonymized","2025-06-02 13:47:03","2025-06-02 13:56:53","0","Anonymized","100","590","1","2025-06-02 13:56:54","R_1GD1bPZhkuhzPRT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8172-8244-4465-8078","100","100","100","93","91","100","2","1","How people react to chat bots and interesting conversation topics to continue the message","2","","2","","35","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",206
"Anonymized","2025-06-03 04:50:01","2025-06-03 05:08:26","0","Anonymized","28","1104","0","2025-06-06 17:10:40","R_5jD5M7Kvs8KV9fI","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1009
"Anonymized","2025-06-03 03:21:19","2025-06-03 03:34:12","0","Anonymized","100","772","1","2025-06-03 03:34:13","R_1TpAY2xK0t0OgPD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7527-0454-3913-9281","100","100","100","100","100","100","2","1","to see how people interact with a chat bot","2","","3","","65","1","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",990
"Anonymized","2025-06-03 07:53:40","2025-06-03 08:08:28","0","Anonymized","100","888","1","2025-06-03 08:08:29","R_5eyCSuW9kMr3qWf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6435-7002-4524-3371","72","60","67","100","100","100","2","1","To see the interaction between humans and chat bots","2","","3","","60","2","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1189
"Anonymized","2025-06-02 19:38:14","2025-06-02 19:49:07","0","Anonymized","100","653","1","2025-06-02 19:49:08","R_61nSaob0YrmjFwO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6310-3396-6028-2708","72","70","78","87","87","83","2","1","What aspects of a conversation with AI keeps one engaged.","2","","3","","71","5","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",548
"Anonymized","2025-06-02 13:39:21","2025-06-02 13:48:58","0","Anonymized","100","577","1","2025-06-02 13:48:58","R_3SqbX8Kg5L9VBAt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8012-1340-0812-2270","0","0","0","0","0","10","2","1","I am not sure.","1","","4","","31","2","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",136
"Anonymized","2025-06-04 05:11:29","2025-06-04 05:22:43","0","Anonymized","100","674","1","2025-06-04 05:22:44","R_5j1ILbe3fIgerNG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0747-2711-3202-0197","20","27","15","36","59","20","2","1","If people would continue interacting with bots.","1","","2","","35","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1242
"Anonymized","2025-06-02 20:51:45","2025-06-02 20:59:39","0","Anonymized","100","473","1","2025-06-02 20:59:39","R_6OZFIDngT6nIIAz","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0248-6239-1506-5704","63","67","70","40","85","60","2","1","To find out if chat bots understand sarcasm.","2","","3","","44","5","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",816
"Anonymized","2025-06-03 06:36:17","2025-06-03 06:47:37","0","Anonymized","100","680","1","2025-06-03 06:47:38","R_6xEo6qR1l5v9NVw","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1367-9589-6471-5873","37","34","35","41","42","43","2","1","To see if talking to a chatbot is appealing.","2","","3","","47","4","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1110
"Anonymized","2025-06-02 21:14:20","2025-06-02 21:33:36","0","Anonymized","100","1155","1","2025-06-02 21:33:36","R_5s5xdg0jUMtdJAZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4846-4564-9773-8179","7","10","8","21","12","18","2","1","Learn about AI","1","","4","","33","1","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",866
"Anonymized","2025-06-04 05:34:52","2025-06-04 05:51:59","0","Anonymized","100","1026","1","2025-06-04 05:51:59","R_3XvXlMOiSBvetYR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9753-1474-2254-7941","100","100","100","100","100","100","2","1","To see how people end conversations.","2","","3","","37","3","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1307
"Anonymized","2025-06-02 13:47:29","2025-06-02 13:52:14","0","Anonymized","28","284","0","2025-06-06 17:10:40","R_11BNjG8zA1wMbNs","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",209
"Anonymized","2025-06-02 20:00:23","2025-06-02 20:15:10","0","Anonymized","100","887","1","2025-06-02 20:15:10","R_7v7aaOda6ffMNA5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3186-6997-0161-3814","80","80","70","70","70","70","2","1","to see how people interact with AI chatbot","2","","3","","59","3","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",677
"Anonymized","2025-06-02 14:54:30","2025-06-02 15:03:54","0","Anonymized","100","564","1","2025-06-02 15:03:55","R_1oLPUeS5KEtsWxn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2047-7229-0625-7280","70","80","80","70","85","80","2","1","To see how we would interact with a chat bot and if we wanted to continue that conversation.","1","","4","","36","4","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",387
"Anonymized","2025-06-03 06:46:02","2025-06-03 06:54:16","0","Anonymized","100","493","1","2025-06-03 06:54:16","R_6gjcNcuybatQQIE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0433-1650-8663-0701","2","0","9","26","28","27","2","1","unsure","1","","3","","46","5","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1126
"Anonymized","2025-06-02 20:20:43","2025-06-02 20:29:32","0","Anonymized","100","528","1","2025-06-02 20:29:32","R_7PUiibobCMWjBLW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2983-4694-5639-9210","80","80","89","81","78","81","2","1","to see if we wanted to keep talking with jessie","2","","3","","32","3","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",727
