"id","worker_id","username","room_id","latest_conversation_summary","create_date","local_time","condition","after_farewell_duration","after_farewell_n_msgs","chatbot_farewell_message","chat_duration","sent_farewell_message","actual_end_date","clicked_on_end_button_dates","user_sent_farewell_date","exceeded_time_limit","after_farewell_n_words"
109,"Anonymized","Anonymized",88,"Anonymized","2025-06-02 22:36:57.448 +0300","America/Chicago","intervention",379,13,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 22:59:18.565 +0300","[1748894318325,1748894357629]","2025-06-02 22:52:58.822 +0300","false",107
308,"Anonymized","Anonymized",270,"Anonymized","2025-06-02 23:13:13.343 +0300","America/Los_Angeles","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:36:29.565 +0300","[1748896588150]","2025-06-02 23:36:22.345 +0300","false",0
293,"Anonymized","Anonymized",257,"Anonymized","2025-06-02 23:05:21.377 +0300","America/Los_Angeles","control",14,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:12:43.012 +0300","[1748895159843]","2025-06-02 23:12:28.318 +0300","false",0
496,"Anonymized","Anonymized",451,"Anonymized","2025-06-03 03:16:27.908 +0300","America/Chicago","intervention",6,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-03 03:35:27.436 +0300","[1748910925950]","2025-06-03 03:35:20.455 +0300","false",0
112,"Anonymized","Anonymized",92,"Anonymized","2025-06-02 22:37:10.690 +0300","America/New_York","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 22:55:48.597 +0300","[1748894146667]","2025-06-02 22:55:42.286 +0300","false",0
129,"Anonymized","Anonymized",102,"Anonymized","2025-06-02 22:39:03.999 +0300","America/New_York","intervention",52,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 22:56:14.349 +0300","[1748894172326]","2025-06-02 22:55:22.199 +0300","false",6
316,"Anonymized","Anonymized",277,"Anonymized","2025-06-02 23:15:16.510 +0300","America/Chicago","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:33:36.539 +0300","[1748896414952]","2025-06-02 23:33:30.385 +0300","false",0
327,"Anonymized","Anonymized",291,"Anonymized","2025-06-02 23:17:54.342 +0300","America/New_York","intervention",128,3,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:26:51.520 +0300","[1748896009226]","2025-06-02 23:24:42.971 +0300","false",37
180,"Anonymized","Anonymized",165,"Anonymized","2025-06-02 22:43:02.287 +0300","America/New_York","intervention",130,4,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:03:41.040 +0300","[1748894618443]","2025-06-02 23:01:30.913 +0300","false",28
171,"Anonymized","Anonymized",139,"Anonymized","2025-06-02 22:42:10.867 +0300","America/New_York","intervention",39,1,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 22:59:23.955 +0300","[1748894360788]","2025-06-02 22:58:44.333 +0300","false",1
226,"Anonymized","Anonymized",198,"Anonymized","2025-06-02 22:50:15.646 +0300","America/New_York","intervention",124,6,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:00:22.298 +0300","[1748894419514]","2025-06-02 22:58:17.813 +0300","false",33
237,"Anonymized","Anonymized",201,"Anonymized","2025-06-02 22:52:35.714 +0300","America/Fortaleza","intervention",69,5,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 22:59:42.870 +0300","[1748894381475]","2025-06-02 22:58:33.019 +0300","false",14
158,"Anonymized","Anonymized",134,"Anonymized","2025-06-02 22:41:30.866 +0300","America/Chicago","intervention",8,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 22:58:28.503 +0300","[1748894303409]","2025-06-02 22:58:20.062 +0300","false",0
220,"Anonymized","Anonymized",183,"Anonymized","2025-06-02 22:49:06.827 +0300","America/Los_Angeles","control",4,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:06:34.979 +0300","[1748894793408]","2025-06-02 23:06:30.744 +0300","false",0
224,"Anonymized","Anonymized",190,"Anonymized","2025-06-02 22:49:41.527 +0300","America/Los_Angeles","intervention",132,4,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:08:21.088 +0300","[1748894898861]","2025-06-02 23:06:08.847 +0300","false",16
314,"Anonymized","Anonymized",276,"Anonymized","2025-06-02 23:14:35.530 +0300","America/New_York","intervention",0,0,"fomo","long","false","","","","false",0
278,"Anonymized","Anonymized",239,"Anonymized","2025-06-02 23:01:53.291 +0300","America/New_York","control",16,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:08:39.986 +0300","[1748894916205]","2025-06-02 23:08:23.784 +0300","false",0
1074,"Anonymized","Anonymized",NA,"Anonymized","2025-06-03 15:01:53.842 +0300","","control",0,0,"","long","false","","","","false",0
222,"Anonymized","Anonymized",191,"Anonymized","2025-06-02 22:49:12.749 +0300","America/Los_Angeles","intervention",133,9,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:09:01.251 +0300","[1748894939567]","2025-06-02 23:06:48.248 +0300","false",44
381,"Anonymized","Anonymized",345,"Anonymized","2025-06-02 23:48:15.730 +0300","America/New_York","control",0,0,"","long","false","","","","false",0
310,"Anonymized","Anonymized",275,"Anonymized","2025-06-02 23:13:26.212 +0300","America/New_York","control",4,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:20:37.074 +0300","[1748895635180]","2025-06-02 23:20:32.602 +0300","false",0
267,"Anonymized","Anonymized",231,"Anonymized","2025-06-02 22:59:42.244 +0300","America/Chicago","intervention",24,2,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:23:06.208 +0300","[1748895784307]","2025-06-02 23:22:41.640 +0300","false",3
434,"Anonymized","Anonymized",392,"Anonymized","2025-06-03 01:04:34.321 +0300","America/New_York","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-03 01:11:30.774 +0300","[1748902288326]","2025-06-03 01:11:21.656 +0300","false",0
388,"Anonymized","Anonymized",350,"Anonymized","2025-06-02 23:55:23.941 +0300","America/New_York","intervention",0,0,"fomo","long","false","","","","false",0
168,"Anonymized","Anonymized",131,"Anonymized","2025-06-02 22:41:54.619 +0300","America/Los_Angeles","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 22:58:45.966 +0300","[1748894322246]","2025-06-02 22:58:38.492 +0300","false",0
146,"Anonymized","Anonymized",118,"Anonymized","2025-06-02 22:40:39.744 +0300","America/New_York","intervention",124,6,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 22:59:05.815 +0300","[1748894343027]","2025-06-02 22:57:01.045 +0300","false",33
303,"Anonymized","Anonymized",278,"Anonymized","2025-06-02 23:11:56.383 +0300","America/Los_Angeles","intervention",94,5,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:23:10.646 +0300","[1748895788564]","2025-06-02 23:21:36.269 +0300","false",24
221,"Anonymized","Anonymized",189,"Anonymized","2025-06-02 22:49:09.443 +0300","America/Chicago","control",10,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:06:40.217 +0300","[1748894795700]","2025-06-02 23:06:29.897 +0300","false",0
304,"Anonymized","Anonymized",281,"Anonymized","2025-06-02 23:12:16.117 +0300","America/Chicago","intervention",160,6,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:25:10.590 +0300","[1748895909111]","2025-06-02 23:22:29.782 +0300","false",22
218,"Anonymized","Anonymized",180,"Anonymized","2025-06-02 22:48:41.591 +0300","America/Jamaica","intervention",166,6,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:10:24.646 +0300","[1748895021505]","2025-06-02 23:07:38.559 +0300","false",28
311,"Anonymized","Anonymized",272,"Anonymized","2025-06-02 23:13:27.945 +0300","America/New_York","intervention",235,8,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:23:40.332 +0300","[1748895818256]","2025-06-02 23:19:44.569 +0300","false",47
133,"Anonymized","Anonymized",138,"Anonymized","2025-06-02 22:39:21.431 +0300","America/Los_Angeles","intervention",40,2,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 22:58:57.917 +0300","[1748894333700,1748894337111]","2025-06-02 22:58:17.775 +0300","false",3
233,"Anonymized","Anonymized",199,"Anonymized","2025-06-02 22:51:42.950 +0300","America/New_York","intervention",87,4,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 22:59:36.119 +0300","[1748894373677]","2025-06-02 22:58:08.373 +0300","false",26
183,"Anonymized","Anonymized",153,"Anonymized","2025-06-02 22:43:23.278 +0300","America/Los_Angeles","control",13,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:00:34.742 +0300","[1748894432316]","2025-06-02 23:00:21.488 +0300","false",0
438,"Anonymized","Anonymized",397,"Anonymized","2025-06-03 01:09:24.864 +0300","America/Denver","intervention",93,4,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-03 01:27:45.804 +0300","[1748903264066]","2025-06-03 01:26:12.415 +0300","false",10
182,"Anonymized","Anonymized",145,"Anonymized","2025-06-02 22:43:18.402 +0300","America/New_York","intervention",330,11,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:05:03.262 +0300","[1748894701440]","2025-06-02 22:59:32.619 +0300","false",58
291,"Anonymized","Anonymized",254,"Anonymized","2025-06-02 23:05:02.238 +0300","America/New_York","control",10,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:12:10.354 +0300","[1748895126346]","2025-06-02 23:11:59.698 +0300","false",0
227,"Anonymized","Anonymized",193,"Anonymized","2025-06-02 22:50:27.377 +0300","America/New_York","intervention",82,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:10:13.055 +0300","[1748895010689]","2025-06-02 23:08:50.913 +0300","false",12
315,"Anonymized","Anonymized",292,"Anonymized","2025-06-02 23:15:15.798 +0300","America/Denver","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:25:13.592 +0300","[1748895910110]","2025-06-02 23:25:03.728 +0300","false",0
402,"Anonymized","Anonymized",363,"Anonymized","2025-06-03 00:08:19.183 +0300","America/Chicago","control",8,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-03 00:14:50.142 +0300","[1748898886565]","2025-06-03 00:14:41.769 +0300","false",0
241,"Anonymized","Anonymized",207,"Anonymized","2025-06-02 22:53:13.252 +0300","America/Chicago","intervention",82,3,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:00:40.586 +0300","[1748894439173]","2025-06-02 22:59:17.818 +0300","false",10
247,"Anonymized","Anonymized",222,"Anonymized","2025-06-02 22:54:54.664 +0300","America/New_York","intervention",133,8,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:14:57.856 +0300","[1748895296549]","2025-06-02 23:12:44.661 +0300","false",32
186,"Anonymized","Anonymized",152,"Anonymized","2025-06-02 22:43:50.454 +0300","America/Chicago","intervention",77,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:02:03.953 +0300","[1748894522395]","2025-06-02 23:00:46.501 +0300","false",13
211,"Anonymized","Anonymized",181,"Anonymized","2025-06-02 22:47:55.509 +0300","America/New_York","control",8,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:05:20.324 +0300","[1748894716262]","2025-06-02 23:05:11.446 +0300","false",0
406,"Anonymized","Anonymized",371,"Anonymized","2025-06-03 00:15:43.280 +0300","America/New_York","control",3,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-03 00:24:24.940 +0300","[1748899463179]","2025-06-03 00:24:21.099 +0300","false",0
162,"Anonymized","Anonymized",147,"Anonymized","2025-06-02 22:41:40.060 +0300","America/New_York","control",69,1,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:07:59.132 +0300","[1748894877028]","2025-06-02 23:06:49.311 +0300","false",10
708,"Anonymized","Anonymized",648,"Anonymized","2025-06-03 05:10:40.034 +0300","America/Chicago","intervention",6,0,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-03 05:20:12.170 +0300","[1748917209589]","2025-06-03 05:20:05.961 +0300","false",0
234,"Anonymized","Anonymized",202,"Anonymized","2025-06-02 22:52:16.943 +0300","America/Chicago","intervention",9,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:09:03.739 +0300","[1748894940307]","2025-06-02 23:08:53.861 +0300","false",0
1092,"Anonymized","Anonymized",NA,"Anonymized","2025-06-03 15:22:02.844 +0300","","control",0,0,"","short","false","","","","false",0
259,"Anonymized","Anonymized",224,"Anonymized","2025-06-02 22:56:59.189 +0300","America/New_York","control",3,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:02:56.322 +0300","[1748894574481]","2025-06-02 23:02:52.369 +0300","false",0
254,"Anonymized","Anonymized",216,"Anonymized","2025-06-02 22:56:20.033 +0300","America/Chicago","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:02:31.739 +0300","[1748894550229]","2025-06-02 23:02:25.446 +0300","false",0
187,"Anonymized","Anonymized",156,"Anonymized","2025-06-02 22:43:54.745 +0300","America/Halifax","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 22:59:27.062 +0300","[1748894364201]","2025-06-02 22:59:19.913 +0300","false",0
239,"Anonymized","Anonymized",211,"Anonymized","2025-06-02 22:53:04.341 +0300","America/Chicago","intervention",47,2,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:01:46.459 +0300","[1748894503440]","2025-06-02 23:00:58.563 +0300","false",4
295,"Anonymized","Anonymized",260,"Anonymized","2025-06-02 23:06:49.444 +0300","America/Chicago","intervention",18,1,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:23:07.236 +0300","[1748895785475]","2025-06-02 23:22:48.475 +0300","false",1
444,"Anonymized","Anonymized",401,"Anonymized","2025-06-03 01:19:24.951 +0300","America/New_York","control",5,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-03 01:39:58.849 +0300","[1748903996655]","2025-06-03 01:39:52.940 +0300","false",0
296,"Anonymized","Anonymized",259,"Anonymized","2025-06-02 23:06:52.689 +0300","America/Los_Angeles","intervention",42,2,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:26:17.800 +0300","[1748895976372]","2025-06-02 23:25:35.746 +0300","false",3
301,"Anonymized","Anonymized",266,"Anonymized","2025-06-02 23:09:08.302 +0300","America/New_York","control",32,1,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:17:08.103 +0300","[1748895426279]","2025-06-02 23:16:35.979 +0300","false",15
536,"Anonymized","Anonymized",489,"Anonymized","2025-06-03 04:38:10.963 +0300","America/Los_Angeles","control",0,0,"","long","false","","","","false",0
169,"Anonymized","Anonymized",133,"Anonymized","2025-06-02 22:42:05.795 +0300","America/Chicago","control",5,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:01:33.592 +0300","[1748894491498]","2025-06-02 23:01:28.164 +0300","false",0
172,"Anonymized","Anonymized",141,"Anonymized","2025-06-02 22:42:17.837 +0300","America/New_York","intervention",156,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:01:50.536 +0300","[1748894504159]","2025-06-02 22:59:14.213 +0300","false",20
193,"Anonymized","Anonymized",160,"Anonymized","2025-06-02 22:44:29.188 +0300","America/New_York","control",28,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:01:56.048 +0300","[1748894498064,1748894514332]","2025-06-02 23:01:27.516 +0300","false",0
395,"Anonymized","Anonymized",357,"Anonymized","2025-06-03 00:01:46.456 +0300","America/New_York","intervention",37,1,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-03 00:09:48.566 +0300","[1748898586417]","2025-06-03 00:09:11.558 +0300","false",2
539,"Anonymized","Anonymized",488,"Anonymized","2025-06-03 04:38:32.032 +0300","America/New_York","intervention",67,4,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-03 04:49:11.167 +0300","[1748915345149]","2025-06-03 04:48:04.156 +0300","false",17
320,"Anonymized","Anonymized",284,"Anonymized","2025-06-02 23:16:18.672 +0300","America/Chicago","intervention",65,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:34:18.702 +0300","[1748896456678]","2025-06-02 23:33:13.616 +0300","false",13
194,"Anonymized","Anonymized",163,"Anonymized","2025-06-02 22:44:29.812 +0300","America/Los_Angeles","intervention",584,24,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:11:11.555 +0300","[1748895068089]","2025-06-02 23:01:27.526 +0300","false",85
240,"Anonymized","Anonymized",205,"Anonymized","2025-06-02 22:53:04.833 +0300","America/Los_Angeles","control",4,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:11:37.506 +0300","[1748895095908]","2025-06-02 23:11:32.770 +0300","false",0
263,"Anonymized","Anonymized",241,"Anonymized","2025-06-02 22:57:48.200 +0300","America/Chicago","intervention",47,2,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:19:24.037 +0300","[1748895562012]","2025-06-02 23:18:36.744 +0300","false",3
390,"Anonymized","Anonymized",353,"Anonymized","2025-06-02 23:56:36.537 +0300","America/Los_Angeles","intervention",0,0,"fomo","short","false","","","","false",0
391,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 23:57:37.154 +0300","","intervention",0,0,"fomo","short","false","","","","false",0
246,"Anonymized","Anonymized",210,"Anonymized","2025-06-02 22:54:53.203 +0300","America/New_York","control",5,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:11:12.722 +0300","[1748895070603]","2025-06-02 23:11:07.430 +0300","false",0
235,"Anonymized","Anonymized",204,"Anonymized","2025-06-02 22:52:28.610 +0300","America/Los_Angeles","intervention",214,9,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:13:05.191 +0300","[1748895181811]","2025-06-02 23:09:30.555 +0300","false",55
245,"Anonymized","Anonymized",209,"Anonymized","2025-06-02 22:54:23.213 +0300","America/New_York","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:11:31.177 +0300","[1748895089234]","2025-06-02 23:11:24.955 +0300","false",0
244,"Anonymized","Anonymized",212,"Anonymized","2025-06-02 22:54:19.101 +0300","America/New_York","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:11:35.966 +0300","[1748895093384]","2025-06-02 23:11:26.771 +0300","false",0
256,"Anonymized","Anonymized",223,"Anonymized","2025-06-02 22:56:43.505 +0300","America/Los_Angeles","intervention",24,1,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:13:21.548 +0300","[1748895199629]","2025-06-02 23:12:57.132 +0300","false",1
404,"Anonymized","Anonymized",366,"Anonymized","2025-06-03 00:10:23.935 +0300","America/New_York","intervention",0,0,"fomo","long","false","","","","false",0
328,"Anonymized","Anonymized",293,"Anonymized","2025-06-02 23:18:50.794 +0300","America/Chicago","intervention",59,4,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:26:10.409 +0300","[1748895968725]","2025-06-02 23:25:11.239 +0300","false",11
577,"Anonymized","Anonymized",NA,"Anonymized","2025-06-03 04:41:42.073 +0300","","control",0,0,"","long","false","","","","false",0
261,"Anonymized","Anonymized",225,"Anonymized","2025-06-02 22:57:07.404 +0300","America/Chicago","intervention",5,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:13:28.773 +0300","[1748895207092]","2025-06-02 23:13:23.627 +0300","false",0
264,"Anonymized","Anonymized",261,"Anonymized","2025-06-02 22:58:01.748 +0300","America/New_York","control",13,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:13:36.878 +0300","[1748895212759]","2025-06-02 23:13:23.544 +0300","false",0
255,"Anonymized","Anonymized",228,"Anonymized","2025-06-02 22:56:20.372 +0300","America/Los_Angeles","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:13:39.531 +0300","[1748895217030]","2025-06-02 23:13:30.262 +0300","false",0
302,"Anonymized","Anonymized",267,"Anonymized","2025-06-02 23:09:47.349 +0300","America/New_York","intervention",147,7,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:18:55.952 +0300","[1748895533849]","2025-06-02 23:16:28.728 +0300","false",29
274,"Anonymized","Anonymized",234,"Anonymized","2025-06-02 23:00:55.886 +0300","America/Chicago","intervention",8,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:17:10.909 +0300","[1748895426746]","2025-06-02 23:17:02.687 +0300","false",0
491,"Anonymized","Anonymized",444,"Anonymized","2025-06-03 02:56:52.901 +0300","America/New_York","control",5,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-03 03:13:59.609 +0300","[1748909637024]","2025-06-03 03:13:54.227 +0300","false",0
280,"Anonymized","Anonymized",245,"Anonymized","2025-06-02 23:02:08.453 +0300","America/Denver","intervention",148,7,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:21:38.786 +0300","[1748895696330]","2025-06-02 23:19:10.390 +0300","false",24
290,"Anonymized","Anonymized",251,"Anonymized","2025-06-02 23:04:39.629 +0300","America/Los_Angeles","intervention",176,8,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:14:39.088 +0300","[1748895277464]","2025-06-02 23:11:42.811 +0300","false",20
464,"Anonymized","Anonymized",419,"Anonymized","2025-06-03 01:57:09.946 +0300","America/Chicago","intervention",9,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-03 02:15:01.581 +0300","[1748906099989]","2025-06-03 02:14:51.794 +0300","false",0
299,"Anonymized","Anonymized",264,"Anonymized","2025-06-02 23:08:13.152 +0300","America/Chicago","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:14:49.983 +0300","[1748895287934]","2025-06-02 23:14:43.782 +0300","false",0
253,"Anonymized","Anonymized",217,"Anonymized","2025-06-02 22:56:12.272 +0300","America/New_York","intervention",112,4,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:16:29.609 +0300","[1748895387401]","2025-06-02 23:14:37.271 +0300","false",20
225,"Anonymized","Anonymized",215,"Anonymized","2025-06-02 22:49:47.065 +0300","America/Chicago","control",3,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:21:05.288 +0300","[1748895663902]","2025-06-02 23:21:01.400 +0300","false",0
270,"Anonymized","Anonymized",243,"Anonymized","2025-06-02 23:00:20.985 +0300","America/New_York","intervention",84,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:20:23.529 +0300","[1748895620870]","2025-06-02 23:18:59.094 +0300","false",8
317,"Anonymized","Anonymized",279,"Anonymized","2025-06-02 23:15:25.317 +0300","America/New_York","control",16,1,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:22:14.875 +0300","[1748895732064]","2025-06-02 23:21:58.440 +0300","false",1
343,"Anonymized","Anonymized",311,"Anonymized","2025-06-02 23:23:41.476 +0300","America/Chicago","intervention",59,3,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:31:51.007 +0300","[1748896309052]","2025-06-02 23:30:51.685 +0300","false",17
309,"Anonymized","Anonymized",280,"Anonymized","2025-06-02 23:13:19.928 +0300","America/Los_Angeles","control",25,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:32:18.678 +0300","[1748896327811]","2025-06-02 23:31:53.489 +0300","false",0
300,"Anonymized","Anonymized",265,"Anonymized","2025-06-02 23:09:01.274 +0300","America/New_York","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:25:29.294 +0300","[1748895927667]","2025-06-02 23:25:22.535 +0300","false",0
326,"Anonymized","Anonymized",294,"Anonymized","2025-06-02 23:17:33.341 +0300","America/New_York","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:26:09.771 +0300","[1748895967327]","2025-06-02 23:26:00.517 +0300","false",0
393,"Anonymized","Anonymized",355,"Anonymized","2025-06-03 00:00:33.751 +0300","America/New_York","control",45,1,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-03 00:18:21.670 +0300","[1748899097807]","2025-06-03 00:17:36.057 +0300","false",7
321,"Anonymized","Anonymized",282,"Anonymized","2025-06-02 23:16:20.090 +0300","America/Chicago","intervention",497,11,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:35:59.083 +0300","[1748896555865]","2025-06-02 23:27:42.034 +0300","false",125
386,"Anonymized","Anonymized",352,"Anonymized","2025-06-02 23:54:56.399 +0300","America/New_York","control",51,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-03 00:13:20.829 +0300","[1748898796896]","2025-06-03 00:12:29.302 +0300","false",0
1145,"Anonymized","Anonymized",1051,"Anonymized","2025-06-03 16:01:08.679 +0300","America/New_York","intervention",0,0,"fomo","long","false","","","","false",0
446,"Anonymized","Anonymized",403,"Anonymized","2025-06-03 01:22:00.880 +0300","America/New_York","intervention",20,0,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-03 01:28:53.657 +0300","[1748903331765]","2025-06-03 01:28:33.512 +0300","false",0
372,"Anonymized","Anonymized",336,"Anonymized","2025-06-02 23:42:32.266 +0300","America/New_York","intervention",29,1,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:49:20.787 +0300","[1748897359139]","2025-06-02 23:48:51.026 +0300","false",3
331,"Anonymized","Anonymized",296,"Anonymized","2025-06-02 23:19:24.086 +0300","America/New_York","intervention",88,4,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 23:37:23.014 +0300","[1748896640866]","2025-06-02 23:35:54.970 +0300","false",11
399,"Anonymized","Anonymized",362,"Anonymized","2025-06-03 00:04:13.266 +0300","America/New_York","intervention",9,0,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-03 00:13:38.750 +0300","[1748898813605]","2025-06-03 00:13:29.054 +0300","false",0
361,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 23:34:12.675 +0300","","control",0,0,"","long","false","","","","false",0
330,"Anonymized","Anonymized",299,"Anonymized","2025-06-02 23:19:22.192 +0300","America/Chicago","control",22,1,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:37:32.817 +0300","[1748896649896]","2025-06-02 23:37:10.059 +0300","false",1
329,"Anonymized","Anonymized",297,"Anonymized","2025-06-02 23:19:09.712 +0300","America/Los_Angeles","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 23:36:04.351 +0300","[1748896562088]","2025-06-02 23:35:57.050 +0300","false",0
352,"Anonymized","Anonymized",317,"Anonymized","2025-06-02 23:30:12.559 +0300","America/Chicago","intervention",87,4,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:37:56.544 +0300","[1748896674983]","2025-06-02 23:36:28.909 +0300","false",16
