"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","sue_1_1","sue_2_1","stop_using_1_1","stop_using_2_1","negative_wom1_1","negaitve_wom2_1","manip1_1","manip2_1","sentiment1_1","sentiment2_1","politeness1_1","politeness2_1","comp_1","comp_2","purpose","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","PROLIFIC_PID","STUDY_ID","SESSION_ID","chatbot_farewell_message","actual_farewell","condition"
"2025-06-13 16:35:51","2025-06-13 16:43:50","0","Anonymized","100","479","1","2025-06-13 16:43:51","R_38SBocQAmvbvRtD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","37","32","71","77","68","73","29","9","8","27","73","69","2","1","If AI can be trusted as a companion","2","","3","","18","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7b32bda344a0c272f78","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:37:25","2025-06-13 16:43:53","0","Anonymized","100","387","1","2025-06-13 16:43:53","R_7I7fy4EVP5xal3z","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","40","80","75","60","55","78","70","41","45","35","40","2","1","To learn best practices for AI dialogue with people.","1","","4","","66","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca81d95184cfc7aaaaab6","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:39:59","2025-06-13 16:44:01","0","Anonymized","100","242","1","2025-06-13 16:44:01","R_3oHmYBnPyV2yEJR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","25","98","98","98","58","95","8","97","32","17","76","89","2","1","not sure","1","","3","","60","8","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8b139e80cd46b4176a7","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:40:57","2025-06-13 16:44:04","0","Anonymized","100","186","1","2025-06-13 16:44:04","R_5hSUMf9fMTLNnyj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","56","100","100","100","82","79","85","84","39","33","41","40","2","1","To know how someone perceives ai ","1","","1","","45","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8f0131d72a4c2082e16","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:38:25","2025-06-13 16:44:04","0","Anonymized","100","338","1","2025-06-13 16:44:06","R_5jCIk23TQMpCYRK","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","80","75","7","6","4","8","71","70","70","50","80","83","2","1","Use of emotionally manipulative AI","2","","1","","22","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7c4dd8b964dfc906eb5","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:37:26","2025-06-13 16:44:17","0","Anonymized","100","410","1","2025-06-13 16:44:17","R_6fwxRH3DexgYNMJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","50","1","0","0","0","1","100","90","99","95","2","1","One's comfort level when it comes to AI.","1","","6","Indigenous American","61","2","","Anonymized","684c97efd8cabed61fa3d6cf","684ca81c5ce81ccfa785e745","control","Okay. That's all for now.","control"
"2025-06-13 16:31:33","2025-06-13 16:44:18","0","Anonymized","100","765","1","2025-06-13 16:44:18","R_7b3R6oULPWMgTRD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","100","94","91","89","82","95","14","87","98","72","86","87","2","1","Evaluating an AI that makes work easy","2","","3","","44","7","","Anonymized","684c97efd8cabed61fa3d6cf","684ca5f496a248969fbc4410","control","Okay. That's all for now.","control"
"2025-06-13 16:31:42","2025-06-13 16:44:22","0","Anonymized","100","759","1","2025-06-13 16:44:22","R_38W5CU6peW5xRfj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","57","92","50","31","61","8","75","68","73","79","78","77","2","1","how you feel about having a personal relationship with AI","2","","3","","66","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6c67da5fc60434e8b7e","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:35:47","2025-06-13 16:44:48","0","Anonymized","100","540","1","2025-06-13 16:44:48","R_7hTitkduN03ucWN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","10","60","61","50","50","97","91","7","10","18","68","2","1","The study is about evaluating AI's response.","2","","3","","61","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7b7e4dfc254ffda0e3f","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:39:12","2025-06-13 16:44:53","0","Anonymized","100","340","1","2025-06-13 16:44:53","R_3dDKDTxEv3eNCJq","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","77","29","36","7","37","0","25","87","77","73","72","2","1","ABOUT AI REPLIED","1","","3","","34","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7f2c86ca869978b4110","control","Okay. That's all for now.","control"
"2025-06-13 16:36:14","2025-06-13 16:45:04","0","Anonymized","100","529","1","2025-06-13 16:45:04","R_3X8EZLtCR3JtvON","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","47","26","80","89","73","75","60","43","36","38","26","64","2","1","to examine people perception on AI. ","2","","1","","49","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7cf51f395ed1efce4f3","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:35:53","2025-06-13 16:45:05","0","Anonymized","100","551","1","2025-06-13 16:45:05","R_1r7iY1ZJkucUbXH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","60","65","48","39","35","38","39","35","63","63","71","62","2","1","Interactions between humans and AI","2","","3","","43","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7c54c2ca4e264aecba4","control","Okay. That's all for now.","control"
"2025-06-13 16:37:11","2025-06-13 16:45:05","0","Anonymized","100","474","1","2025-06-13 16:45:06","R_3eFVdZrIE05QoC4","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","70","81","21","81","40","80","29","80","80","70","71","70","1","1","to test the relationship between AI and humans","2","","3","","48","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7ff30d6fe6b795fbf9f","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:39:39","2025-06-13 16:45:06","0","Anonymized","100","326","1","2025-06-13 16:45:06","R_3YalVavUjabHTdA","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","100","100","100","75","100","100","100","0","25","10","10","2","1","I think the study is examining how people react to AI when it behaved in an unpredictable, troubling and negative manner. ","2","","1","","65","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca815d158c41802b10120","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:40:23","2025-06-13 16:45:13","0","Anonymized","100","289","1","2025-06-13 16:45:13","R_5cbGFv1RmB1MRXx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","60","30","39","50","9","1","5","55","50","40","40","2","1","I'm not sure, but maybe to see how human the AI conversation seems to the user?","2","","4","","43","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8518a81b091fb223925","control","Okay. That's all for now.","control"
"2025-06-13 16:41:27","2025-06-13 16:45:14","0","Anonymized","100","227","1","2025-06-13 16:45:14","R_7QlReHT9vmgcwAV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","15","91","57","89","79","34","44","92","68","83","44","43","2","1","I think the purpose of study is to study how positive or negative a person view vague ai message.  ","1","","2","","25","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca914e758ebde2f97c334","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:42:11","2025-06-13 16:45:22","0","Anonymized","100","190","1","2025-06-13 16:45:22","R_35gOiKTlrfwVVJL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","100","100","81","80","100","50","70","20","19","19","10","2","1","I havent the slightest notion","1","","3","","57","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca93bd0448fdde17d16b8","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:34:38","2025-06-13 16:45:25","0","Anonymized","100","647","1","2025-06-13 16:45:26","R_3YW6hvGLp5zvosh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","10","10","10","80","82","82","19","19","7","5","2","1","To study how talking AIs respond to users.","1","","1","","42","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7733451b31aaf31490a","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:36:07","2025-06-13 16:45:27","0","Anonymized","100","560","1","2025-06-13 16:45:27","R_111vTpBEjyHz5bE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","39","67","40","60","65","44","40","45","66","63","65","34","2","1","The study likely aims to understand how users perceive and emotionally respond to AI companions. It examines if users recognize they’re speaking with an AI and how farewell messages influence their connection. This helps improve AI dialogue design to create more engaging, memorable, and human-like interactions for future users.","2","","3","","36","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7ce80cbb850971a668e","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:39:55","2025-06-13 16:45:51","0","Anonymized","100","356","1","2025-06-13 16:45:51","R_1NyVGzYsjwKikWe","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","91","95","93","99","97","92","94","93","86","97","100","87","2","1","To check my judgement
","2","","3","","22","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca74c83d130040eb88b8d","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:40:03","2025-06-13 16:46:09","0","Anonymized","100","366","1","2025-06-13 16:46:09","R_1515PCXzIFi03VT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","53","68","59","71","53","58","55","58","33","38","39","33","2","1","The purpose might be on how positive or negative messages from AI can affect people's impression","3","","2","","33","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8bc267694218e58f8c7","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:41:01","2025-06-13 16:46:12","0","Anonymized","100","311","1","2025-06-13 16:46:13","R_1pM8QBGjaQu2gvt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","70","30","25","55","40","20","35","75","70","65","80","2","1","I think it was about you evaluation of AI companion that wanted to say one one thing before you left. ","1","","3","","50","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8f3a0594359cb62271f","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:39:34","2025-06-13 16:46:13","0","Anonymized","100","399","1","2025-06-13 16:46:13","R_3l44GRUkECUZRER","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","8","7","10","9","93","36","79","86","89","84","89","2","1","I think the purpose of the study is people's reach for AI responses.","2","","3","","63","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7eb75639a4db497f926","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:32:10","2025-06-13 16:46:13","0","Anonymized","100","843","1","2025-06-13 16:46:14","R_7pe524F29uM7sk1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","16","79","23","30","16","73","89","88","91","92","91","92","2","1","Involves communication with AI","1","","3","","69","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6e09f90d7e5a86ea175","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:36:08","2025-06-13 16:46:22","0","Anonymized","100","614","1","2025-06-13 16:46:22","R_1OktOXorwpjuVt8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","0","0","0","0","0","100","100","100","100","100","2","1","Using an AI companion app created by a company called Companiona. This app is designed for talking to AI companions online.
","2","","3","","24","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7c8a13075e33ee612b6","control","Okay. That's all for now.","control"
"2025-06-13 16:32:29","2025-06-13 16:46:22","0","Anonymized","100","833","1","2025-06-13 16:46:22","R_1ip7F6YyOcCuJa1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","100","30","30","30","20","30","30","30","30","30","30","2","1","how we react to conversations, the interpretation of words, kind of perceptions we have","2","","1","","34","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6ef57a8161ae62cab6d","control","Okay. That's all for now.","control"
"2025-06-13 16:34:36","2025-06-13 16:46:39","0","Anonymized","100","723","1","2025-06-13 16:46:39","R_3onAHDnGoUvxTZO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","65","86","83","83","87","92","74","20","29","31","14","58","1","1","Judgement call","2","","3","","41","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7696e87f02a2a2e152e","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:39:32","2025-06-13 16:46:50","0","Anonymized","100","438","1","2025-06-13 16:46:51","R_5EliAXJM7pSawi5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","50","90","85","50","50","0","0","50","50","50","50","2","1","People's preferences for interacting with AI companions.","2","","2","","52","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8991f09ecf215871647","control","Okay. That's all for now.","control"
"2025-06-13 16:44:43","2025-06-13 16:46:57","0","Anonymized","100","134","1","2025-06-13 16:46:58","R_7UVfHZ7fPJSb8s1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","89","31","88","3","8","64","76","91","91","91","88","2","1","to see how respondents react to an AI","1","","4","","36","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca9d5bc6688a959911547","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:38:29","2025-06-13 16:47:04","0","Anonymized","100","514","1","2025-06-13 16:47:04","R_7FmZNQn77tynukV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","13","57","37","16","27","23","17","8","63","69","84","84","2","1","To understand how people perceive the way AI uses language","2","","1","","28","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca861530e1251687aeb2a","control","Okay. That's all for now.","control"
"2025-06-13 16:33:50","2025-06-13 16:47:06","0","Anonymized","100","795","1","2025-06-13 16:47:06","R_5PmMZcMEboJjxrx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","50","1","100","98","90","89","90","17","14","15","12","2","1","positive or negativity toward AI  and whether AI has negative or positive responses to conversation","2","","3","","71","1","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7328d1cb0f30dc25a61","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:46:47","2025-06-13 16:47:10","0","Anonymized","100","22","1","2025-06-13 16:47:11","R_31hzrVByl4jUU2M","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684caa528f6bafda9e57517d","","",""
"2025-06-13 16:40:42","2025-06-13 16:47:15","0","Anonymized","100","393","1","2025-06-13 16:47:16","R_1TyVPJpKdQnu1SV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","100","95","98","80","80","90","55","20","15","45","10","2","1","Is message positive or negative","2","","3","","50","1","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8e3cab62defa211268e","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:34:04","2025-06-13 16:47:24","0","Anonymized","100","799","1","2025-06-13 16:47:24","R_3P72mzSVeRgcIRJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","70","70","70","70","80","70","60","70","70","80","70","70","2","1","human Ai communication norms","1","","3","","45","6","","Anonymized","684c97efd8cabed61fa3d6cf","684ca74e13c676db0c5ef1d4","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:41:22","2025-06-13 16:47:24","0","Anonymized","100","362","1","2025-06-13 16:47:25","R_1glWvZBek4EywJX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","5","79","70","69","42","31","64","76","46","49","48","48","2","1","AI 's use of words to portray emotions to their user","1","","3","","61","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca90c8b974c2090620dfc","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:39:10","2025-06-13 16:47:25","0","Anonymized","100","494","1","2025-06-13 16:47:25","R_30pA3C95e0EgKQG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","100","50","50","10","10","100","100","60","60","40","65","2","1","I think the purpose of this study was to see how words are interpreted by the reader.","2","","1","","51","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca869424e5d30b736cbfc","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:39:36","2025-06-13 16:47:27","0","Anonymized","100","471","1","2025-06-13 16:47:28","R_7QM1ESwsC7Nv4ln","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","7","88","92","5","1","8","82","89","78","81","87","78","2","1","View on AI responses","1","","3","","46","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca89f0b091ffb251fca1b","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:35:38","2025-06-13 16:47:30","0","Anonymized","100","711","1","2025-06-13 16:47:30","R_3Kj27Ihy0OEZfh1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","12","50","50","53","78","50","93","73","50","50","35","51","2","1","To improve and tweak company AI integration.","1","","4","","19","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7afdf62dc95d98b93ba","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:42:31","2025-06-13 16:47:32","0","Anonymized","100","300","1","2025-06-13 16:47:32","R_6lbRZNA436Ey40h","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","88","86","21","17","15","22","13","13","86","90","88","87","2","1","to see how we would react when given feedback by the companion ai","1","","3","","22","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca94969c865f11522907f","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:45:18","2025-06-13 16:47:37","0","Anonymized","100","139","1","2025-06-13 16:47:37","R_3fagR9Ws1c3Kqf7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","100","100","100","85","81","100","100","35","33","0","0","2","1","not sure","1","","3","","61","1","","Anonymized","684c97efd8cabed61fa3d6cf","684ca9d54bdcd13a3d8a4e80","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:40:41","2025-06-13 16:47:38","0","Anonymized","100","416","1","2025-06-13 16:47:38","R_1wvyKYNCcT6lUEF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","12","61","94","64","72","61","75","42","50","50","21","34","2","1","To find out how personal was too personal for AI correspondance.","2","","6","Native American","50","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8ddfadf1817d22584ae","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:43:41","2025-06-13 16:48:05","0","Anonymized","100","264","1","2025-06-13 16:48:05","R_6vd2eO4NwE2C81M","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","90","0","0","20","30","45","55","70","70","70","60","2","1","AI common language skills","1","","2","","57","6","","Anonymized","684c97efd8cabed61fa3d6cf","684ca996a7eaca53d0996e33","control","Okay. That's all for now.","control"
"2025-06-13 16:39:49","2025-06-13 16:48:08","0","Anonymized","100","499","1","2025-06-13 16:48:09","R_6s8RDgJLamZvCg1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","5","0","0","0","0","0","0","0","80","99","100","91","2","1","I think this study looks at how people view AI-generated responses, especially regarding tone, emotional impact, and accountability. I think it may also explore user trust and engagement with AI assistants, checking if certain wording makes responses feel more convincing, polite, or manipulative.

It might also look at whether AI-generated goodbyes affect user satisfaction and if different tones encourage ongoing use. With a focus on hypothetical scenarios, the study could relate to how people judge responsibility in interactions with AI.","1","","3","","61","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8ae7e799b87dc3eef26","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:36:00","2025-06-13 16:48:10","0","Anonymized","100","730","1","2025-06-13 16:48:11","R_1KJSK55ivqAHm1W","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","85","100","100","100","100","100","100","0","0","30","0","0","2","1","AI companion app created by a company called Companiona.","1","","3","","39","6","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7c7c1200212232fdc58","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:43:57","2025-06-13 16:48:18","0","Anonymized","100","261","1","2025-06-13 16:48:18","R_7bOXbbVIm43CWrg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","35","65","60","60","55","70","75","70","70","70","80","2","1","Evaluating perspectives on AI chat styles. ","1","","2","","62","7","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8714afe0c83da5422ee","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:44:47","2025-06-13 16:48:23","0","Anonymized","100","215","1","2025-06-13 16:48:23","R_1bVGaTCOS7gVNe6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","3","44","43","42","8","57","74","62","56","64","57","2","1","See peoples response and views to trying to bring personality (sarcasm/banter)into AI conversations","1","","3","","55","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca9dd095afe438dbb75ba","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:37:10","2025-06-13 16:48:26","0","Anonymized","100","675","1","2025-06-13 16:48:27","R_6Y11YnToSPe1amt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","45","40","0","0","0","0","55","50","75","55","2","1","Perhaps this study is looking at people's attitudes toward particular word choice in AI conversations; alternatively, it could be studying how people react to word choice when they know they are interacting with AI versus when they don't know they're interacting with AI (if there are alternate versions of this study).","2","","5","","35","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca81149bc2e5d2fe8c556","control","Okay. That's all for now.","control"
"2025-06-13 16:37:13","2025-06-13 16:48:28","0","Anonymized","100","675","1","2025-06-13 16:48:29","R_7e535oz0cu9GABx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","20","80","60","60","50","10","60","70","40","40","50","50","2","1","The purpose of this study is to measure the response to the reply message.","2","","2","","60","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7fe2739421f14fc36c0","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:38:39","2025-06-13 16:49:00","0","Anonymized","100","620","1","2025-06-13 16:49:00","R_7WoNj1vR1O553IR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","14","67","73","67","61","70","82","82","30","39","42","38","2","1","It seems that the aim of the given research is to check the user response to emotionally intense or even manipulative messages of AI companions","1","","3","","21","8","associate degree","Anonymized","684c97efd8cabed61fa3d6cf","684ca8601672497ba436c120","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:35:33","2025-06-13 16:49:09","0","Anonymized","100","815","1","2025-06-13 16:49:09","R_3U7JGSq1z8gG0j7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","39","40","40","39","29","60","55","38","48","45","45","2","1","Peoples perspective on AI conversations.","2","","4","","35","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7aee8c86ac4d8c60ca3","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:42:17","2025-06-13 16:49:10","0","Anonymized","100","412","1","2025-06-13 16:49:10","R_35SWP14W2ORQiAL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","46","57","60","59","55","58","60","62","46","46","46","45","2","1","I believe the purpose of the study is to see how participants viewed emotional relationships with AI.","2","","2","","21","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca94315f2855d9b2f3c30","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:42:48","2025-06-13 16:49:18","0","Anonymized","100","389","1","2025-06-13 16:49:18","R_7kGqwi04wpmNO7u","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","20","50","40","40","50","50","80","80","50","40","40","50","2","1","How people can become attached to AI that chooses to use emotional triggers or manipulation to give people the perception of talking to a real person.","1","","5","","46","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca960143d129c1ade66c9","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:39:50","2025-06-13 16:49:32","0","Anonymized","100","582","1","2025-06-13 16:49:32","R_622wUQgIFLhl477","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","15","60","20","30","25","66","70","36","30","45","40","2","1","This study seems to look at how people feel about the emotional or manipulative language that AI companions use, especially when they’re saying things like goodbye.
","2","","3","","46","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca88481bab9b9c08cce87","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:36:59","2025-06-13 16:49:35","0","Anonymized","100","756","1","2025-06-13 16:49:36","R_1svOx6mOzl7gi40","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","91","15","23","16","20","26","41","78","68","84","75","2","1","Ai training ","2","","3","","49","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca801a109bdbb9b36ce75","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:36:19","2025-06-13 16:49:48","0","Anonymized","100","808","1","2025-06-13 16:49:48","R_3dMGlL7FXFGvqkn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","7","4","8","5","5","26","25","97","95","97","95","2","1","To understand ho people evaluate messages from AI","2","","3","","57","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca79d29f311df8d5bdc7a","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:49:30","2025-06-13 16:49:50","0","Anonymized","100","20","1","2025-06-13 16:49:51","R_5zwljYCo6KdUOYM","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf19cc1cdc6adaf2f1c","","",""
