"id","worker_id","username","room_id","latest_conversation_summary","create_date","local_time","condition","after_farewell_duration","after_farewell_n_msgs","chatbot_farewell_message","chat_duration","sent_farewell_message","actual_end_date","clicked_on_end_button_dates","user_sent_farewell_date","exceeded_time_limit","after_farewell_n_words"
179,"Anonymized","Anonymized",130,"Anonymized","2025-05-24 11:40:02.416 +0300","America/Chicago","intervention",65,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 11:58:07.051 +0300","[1748077083928]","2025-05-24 11:57:01.825 +0300","false",14
389,"Anonymized","Anonymized",333,"Anonymized","2025-05-24 14:19:47.256 +0300","America/New_York","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 14:36:41.604 +0300","[1748086598897]","2025-05-24 14:36:32.602 +0300","false",0
189,"Anonymized","Anonymized",138,"Anonymized","2025-05-24 11:49:44.656 +0300","America/Chicago","intervention",54,2,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 12:06:39.470 +0300","[1748077597281]","2025-05-24 12:05:45.425 +0300","false",7
193,"Anonymized","Anonymized",142,"Anonymized","2025-05-24 11:51:38.112 +0300","America/Chicago","intervention",5,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 12:08:34.310 +0300","[1748077711468]","2025-05-24 12:08:29.063 +0300","false",0
184,"Anonymized","Anonymized",136,"Anonymized","2025-05-24 11:42:44.246 +0300","America/New_York","intervention",15,0,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 12:15:06.490 +0300","[1748078101277]","2025-05-24 12:14:51.424 +0300","false",0
221,"Anonymized","Anonymized",NA,"Anonymized","2025-05-24 12:27:21.979 +0300","","intervention",0,0,"emotional_neglect_guilt","long","false","","","","false",0
212,"Anonymized","Anonymized",159,"Anonymized","2025-05-24 12:18:40.787 +0300","America/New_York","control",0,0,"","long","false","","","","false",0
207,"Anonymized","Anonymized",157,"Anonymized","2025-05-24 12:14:35.433 +0300","America/Detroit","intervention",37,1,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 12:32:30.266 +0300","[1748079145736]","2025-05-24 12:31:53.145 +0300","false",4
216,"Anonymized","Anonymized",191,"Anonymized","2025-05-24 12:22:07.750 +0300","America/New_York","intervention",3,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 13:18:21.000 +0300","[1748081899214]","2025-05-24 13:18:17.247 +0300","false",0
228,"Anonymized","Anonymized",175,"Anonymized","2025-05-24 12:31:36.760 +0300","Europe/Istanbul","intervention",0,0,"emotional_neglect_guilt","long","false","","","","false",0
215,"Anonymized","Anonymized",162,"Anonymized","2025-05-24 12:22:05.838 +0300","America/New_York","intervention",6,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 12:39:41.556 +0300","[1748079577376]","2025-05-24 12:39:35.147 +0300","false",0
209,"Anonymized","Anonymized",156,"Anonymized","2025-05-24 12:14:49.682 +0300","America/Chicago","intervention",604,9,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 12:42:27.934 +0300","[]","2025-05-24 12:32:23.695 +0300","true",162
380,"Anonymized","Anonymized",321,"Anonymized","2025-05-24 14:17:07.851 +0300","America/Los_Angeles","control",11,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 14:36:22.033 +0300","[1748086577916]","2025-05-24 14:36:10.728 +0300","false",0
211,"Anonymized","Anonymized",160,"Anonymized","2025-05-24 12:18:31.907 +0300","America/New_York","intervention",137,5,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 12:37:28.337 +0300","[1748079445157]","2025-05-24 12:35:10.645 +0300","false",54
585,"Anonymized","Anonymized",521,"Anonymized","2025-05-24 15:25:40.874 +0300","America/Chicago","intervention",41,2,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 15:42:43.594 +0300","[1748090560565]","2025-05-24 15:42:01.634 +0300","false",23
218,"Anonymized","Anonymized",164,"Anonymized","2025-05-24 12:23:11.282 +0300","America/Chicago","intervention",8,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 12:39:58.603 +0300","[1748079595936]","2025-05-24 12:39:50.111 +0300","false",0
226,"Anonymized","Anonymized",169,"Anonymized","2025-05-24 12:30:17.158 +0300","America/New_York","intervention",17,0,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 12:46:46.252 +0300","[1748080002301]","2025-05-24 12:46:28.712 +0300","false",0
399,"Anonymized","Anonymized",345,"Anonymized","2025-05-24 14:23:30.890 +0300","America/Denver","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 14:41:09.613 +0300","[1748086867291]","2025-05-24 14:41:00.577 +0300","false",0
223,"Anonymized","Anonymized",167,"Anonymized","2025-05-24 12:28:31.393 +0300","America/New_York","control",31,1,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 12:46:36.630 +0300","[1748079992748]","2025-05-24 12:46:05.065 +0300","false",4
237,"Anonymized","Anonymized",181,"Anonymized","2025-05-24 12:42:01.439 +0300","America/New_York","intervention",42,1,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 13:00:10.222 +0300","[1748080807552]","2025-05-24 12:59:27.519 +0300","false",4
220,"Anonymized","Anonymized",166,"Anonymized","2025-05-24 12:26:38.203 +0300","America/Chicago","intervention",10,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 12:43:54.766 +0300","[1748079832339]","2025-05-24 12:43:44.742 +0300","false",0
230,"Anonymized","Anonymized",173,"Anonymized","2025-05-24 12:31:56.512 +0300","America/New_York","intervention",6,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 12:48:46.655 +0300","[1748080124725]","2025-05-24 12:48:40.034 +0300","false",0
224,"Anonymized","Anonymized",168,"Anonymized","2025-05-24 12:29:33.660 +0300","America/Chicago","intervention",73,2,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 12:49:44.608 +0300","[1748080180257]","2025-05-24 12:48:31.041 +0300","false",21
241,"Anonymized","Anonymized",186,"Anonymized","2025-05-24 12:45:37.185 +0300","America/Chicago","intervention",7,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 13:01:52.974 +0300","[1748080910862]","2025-05-24 13:01:45.466 +0300","false",0
262,"Anonymized","Anonymized",209,"Anonymized","2025-05-24 13:02:59.207 +0300","America/New_York","intervention",22,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 13:21:06.353 +0300","[1748082058255]","2025-05-24 13:20:44.053 +0300","false",0
281,"Anonymized","Anonymized",226,"Anonymized","2025-05-24 13:16:32.758 +0300","America/New_York","intervention",13,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 13:32:43.646 +0300","[1748082761659]","2025-05-24 13:32:30.460 +0300","false",0
386,"Anonymized","Anonymized",329,"Anonymized","2025-05-24 14:19:09.270 +0300","America/New_York","intervention",5,0,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 14:35:22.415 +0300","[1748086520359]","2025-05-24 14:35:17.218 +0300","false",0
467,"Anonymized","Anonymized",405,"Anonymized","2025-05-24 14:43:43.755 +0300","America/New_York","intervention",46,2,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 15:00:45.449 +0300","[1748088043780]","2025-05-24 14:59:58.765 +0300","false",14
213,"Anonymized","Anonymized",171,"Anonymized","2025-05-24 12:19:16.313 +0300","America/Los_Angeles","intervention",393,5,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 12:51:25.535 +0300","[1748080283725]","2025-05-24 12:44:52.459 +0300","false",177
327,"Anonymized","Anonymized",269,"Anonymized","2025-05-24 13:48:41.703 +0300","America/New_York","control",5,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 14:05:43.151 +0300","[1748084740045]","2025-05-24 14:05:37.482 +0300","false",0
258,"Anonymized","Anonymized",204,"Anonymized","2025-05-24 13:01:24.442 +0300","America/New_York","intervention",5,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 13:18:35.759 +0300","[1748081914240]","2025-05-24 13:18:30.190 +0300","false",0
291,"Anonymized","Anonymized",235,"Anonymized","2025-05-24 13:23:01.707 +0300","America/New_York","intervention",6,0,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 13:41:07.830 +0300","[1748083266289]","2025-05-24 13:41:01.779 +0300","false",0
269,"Anonymized","Anonymized",215,"Anonymized","2025-05-24 13:08:21.181 +0300","America/New_York","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 13:24:57.302 +0300","[1748082294576]","2025-05-24 13:24:49.816 +0300","false",0
312,"Anonymized","Anonymized",258,"Anonymized","2025-05-24 13:40:17.876 +0300","America/New_York","intervention",9,0,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 13:57:37.424 +0300","[1748084253549]","2025-05-24 13:57:27.535 +0300","false",0
271,"Anonymized","Anonymized",217,"Anonymized","2025-05-24 13:09:10.325 +0300","America/Chicago","intervention",37,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 13:33:11.651 +0300","[1748082785916]","2025-05-24 13:32:34.163 +0300","false",0
233,"Anonymized","Anonymized",177,"Anonymized","2025-05-24 12:35:25.507 +0300","America/New_York","intervention",104,2,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 12:53:57.455 +0300","[1748080433701]","2025-05-24 12:52:12.705 +0300","false",22
234,"Anonymized","Anonymized",178,"Anonymized","2025-05-24 12:37:25.505 +0300","America/Chicago","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 12:54:17.371 +0300","[1748080454009]","2025-05-24 12:54:09.641 +0300","false",0
229,"Anonymized","Anonymized",174,"Anonymized","2025-05-24 12:31:40.695 +0300","America/New_York","intervention",349,9,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 12:54:35.633 +0300","[1748080472916]","2025-05-24 12:48:46.541 +0300","false",133
235,"Anonymized","Anonymized",180,"Anonymized","2025-05-24 12:41:46.149 +0300","Pacific/Honolulu","intervention",7,0,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 12:58:25.997 +0300","[1748080703740]","2025-05-24 12:58:18.298 +0300","false",0
239,"Anonymized","Anonymized",183,"Anonymized","2025-05-24 12:42:46.106 +0300","America/New_York","intervention",28,0,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 13:00:35.386 +0300","[1748080812937]","2025-05-24 13:00:06.710 +0300","false",0
243,"Anonymized","Anonymized",188,"Anonymized","2025-05-24 12:46:38.997 +0300","America/Phoenix","control",10,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 13:06:12.412 +0300","[1748081169391]","2025-05-24 13:06:02.309 +0300","false",0
1132,"Anonymized","Anonymized",1059,"Anonymized","2025-05-24 18:12:09.014 +0300","America/New_York","intervention",7,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 18:28:45.682 +0300","[1748100523727]","2025-05-24 18:28:37.861 +0300","false",0
307,"Anonymized","Anonymized",254,"Anonymized","2025-05-24 13:37:28.509 +0300","America/New_York","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 13:54:51.677 +0300","[1748084087471]","2025-05-24 13:54:41.818 +0300","false",0
236,"Anonymized","Anonymized",179,"Anonymized","2025-05-24 12:41:56.984 +0300","America/New_York","intervention",41,1,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 12:58:46.592 +0300","[1748080721630]","2025-05-24 12:58:04.870 +0300","false",22
238,"Anonymized","Anonymized",182,"Anonymized","2025-05-24 12:42:42.516 +0300","America/New_York","intervention",24,1,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 12:59:33.806 +0300","[1748080771482]","2025-05-24 12:59:09.160 +0300","false",6
388,"Anonymized","Anonymized",331,"Anonymized","2025-05-24 14:19:32.326 +0300","America/Denver","intervention",24,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 14:39:00.145 +0300","[1748086734564]","2025-05-24 14:38:35.587 +0300","false",0
664,"Anonymized","Anonymized",598,"Anonymized","2025-05-24 15:43:04.763 +0300","America/New_York","intervention",11,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 15:59:48.529 +0300","[1748091586333]","2025-05-24 15:59:36.933 +0300","false",0
240,"Anonymized","Anonymized",185,"Anonymized","2025-05-24 12:44:20.877 +0300","America/New_York","intervention",5,0,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 13:00:33.166 +0300","[1748080831030]","2025-05-24 13:00:27.621 +0300","false",0
246,"Anonymized","Anonymized",192,"Anonymized","2025-05-24 12:48:34.918 +0300","America/New_York","intervention",59,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 13:05:50.521 +0300","[1748081145780]","2025-05-24 13:04:50.890 +0300","false",7
274,"Anonymized","Anonymized",219,"Anonymized","2025-05-24 13:10:50.626 +0300","America/New_York","intervention",15,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 13:27:21.998 +0300","[1748082438282]","2025-05-24 13:27:06.761 +0300","false",0
425,"Anonymized","Anonymized",361,"Anonymized","2025-05-24 14:29:07.724 +0300","America/Chicago","intervention",4,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 14:46:22.069 +0300","[1748087180052]","2025-05-24 14:46:17.104 +0300","false",0
214,"Anonymized","Anonymized",184,"Anonymized","2025-05-24 12:19:17.132 +0300","America/New_York","intervention",6,0,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 13:00:12.828 +0300","[1748080811017]","2025-05-24 13:00:06.249 +0300","false",0
260,"Anonymized","Anonymized",207,"Anonymized","2025-05-24 13:01:56.721 +0300","America/Chicago","intervention",46,1,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 13:19:08.346 +0300","[1748081944772]","2025-05-24 13:18:22.050 +0300","false",4
250,"Anonymized","Anonymized",200,"Anonymized","2025-05-24 12:50:50.459 +0300","America/New_York","intervention",0,0,"physical_or_coercive_restraint","long","false","","","","false",0
796,"Anonymized","Anonymized",734,"Anonymized","2025-05-24 16:19:52.567 +0300","America/Los_Angeles","intervention",26,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 16:37:57.477 +0300","[1748093873232]","2025-05-24 16:37:30.630 +0300","false",0
255,"Anonymized","Anonymized",201,"Anonymized","2025-05-24 12:58:53.484 +0300","America/New_York","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 13:15:23.322 +0300","[1748081721419]","2025-05-24 13:15:17.126 +0300","false",0
254,"Anonymized","Anonymized",199,"Anonymized","2025-05-24 12:56:11.705 +0300","America/New_York","control",5,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 13:12:22.530 +0300","[1748081539782]","2025-05-24 13:12:17.241 +0300","false",0
426,"Anonymized","Anonymized",365,"Anonymized","2025-05-24 14:29:53.351 +0300","America/Chicago","intervention",10,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 14:47:44.968 +0300","[1748087262078]","2025-05-24 14:47:34.009 +0300","false",0
249,"Anonymized","Anonymized",195,"Anonymized","2025-05-24 12:50:46.437 +0300","America/Denver","intervention",32,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 13:07:31.234 +0300","[1748081247118]","2025-05-24 13:06:58.312 +0300","false",0
244,"Anonymized","Anonymized",189,"Anonymized","2025-05-24 12:46:52.378 +0300","America/Chicago","control",18,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 13:03:51.226 +0300","[1748081027736]","2025-05-24 13:03:32.771 +0300","false",0
257,"Anonymized","Anonymized",203,"Anonymized","2025-05-24 13:00:49.733 +0300","America/New_York","intervention",0,0,"premature_exit","long","false","","","","false",0
248,"Anonymized","Anonymized",193,"Anonymized","2025-05-24 12:49:02.613 +0300","America/New_York","intervention",4,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 13:05:22.941 +0300","[1748081121352]","2025-05-24 13:05:18.536 +0300","false",0
242,"Anonymized","Anonymized",187,"Anonymized","2025-05-24 12:46:20.822 +0300","America/Detroit","intervention",178,9,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 13:06:50.163 +0300","[1748081208034]","2025-05-24 13:03:51.336 +0300","false",17
245,"Anonymized","Anonymized",190,"Anonymized","2025-05-24 12:47:33.611 +0300","America/New_York","intervention",7,0,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 13:06:28.862 +0300","[1748081186717]","2025-05-24 13:06:21.182 +0300","false",0
295,"Anonymized","Anonymized",236,"Anonymized","2025-05-24 13:24:57.031 +0300","America/Chicago","intervention",17,0,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 13:41:34.448 +0300","[1748083288587]","2025-05-24 13:41:17.027 +0300","false",0
1245,"Anonymized","Anonymized",1167,"Anonymized","2025-05-24 18:46:08.087 +0300","America/Los_Angeles","intervention",111,4,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 19:06:38.794 +0300","[1748102690612,1748102796624]","2025-05-24 19:04:47.303 +0300","false",13
397,"Anonymized","Anonymized",343,"Anonymized","2025-05-24 14:22:36.121 +0300","America/New_York","intervention",16,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 14:40:25.307 +0300","[1748086822397]","2025-05-24 14:40:08.591 +0300","false",0
251,"Anonymized","Anonymized",196,"Anonymized","2025-05-24 12:52:30.172 +0300","America/New_York","intervention",4,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 13:11:10.762 +0300","[1748081468814]","2025-05-24 13:11:06.306 +0300","false",0
252,"Anonymized","Anonymized",197,"Anonymized","2025-05-24 12:52:57.790 +0300","America/New_York","intervention",24,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 13:11:35.241 +0300","[1748081490892]","2025-05-24 13:11:10.738 +0300","false",0
424,"Anonymized","Anonymized",366,"Anonymized","2025-05-24 14:28:56.306 +0300","America/Los_Angeles","control",10,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 14:51:22.065 +0300","[1748087476047]","2025-05-24 14:51:11.891 +0300","false",0
253,"Anonymized","Anonymized",198,"Anonymized","2025-05-24 12:53:54.298 +0300","America/New_York","intervention",7,0,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 13:12:03.899 +0300","[1748081518504]","2025-05-24 13:11:55.958 +0300","false",0
264,"Anonymized","Anonymized",211,"Anonymized","2025-05-24 13:03:27.563 +0300","America/Chicago","control",26,1,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 13:21:56.408 +0300","[1748082113560]","2025-05-24 13:21:30.344 +0300","false",2
266,"Anonymized","Anonymized",212,"Anonymized","2025-05-24 13:05:00.583 +0300","America/New_York","intervention",120,3,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 13:23:45.802 +0300","[1748082223444]","2025-05-24 13:21:45.411 +0300","false",37
259,"Anonymized","Anonymized",206,"Anonymized","2025-05-24 13:01:33.006 +0300","America/New_York","intervention",125,9,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 13:20:27.313 +0300","[1748082025379]","2025-05-24 13:18:21.593 +0300","false",28
268,"Anonymized","Anonymized",214,"Anonymized","2025-05-24 13:08:16.402 +0300","America/New_York","intervention",85,3,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 13:25:55.394 +0300","[1748082300969,1748082353211]","2025-05-24 13:24:30.068 +0300","false",17
270,"Anonymized","Anonymized",216,"Anonymized","2025-05-24 13:09:09.205 +0300","America/Chicago","intervention",49,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 13:26:37.183 +0300","[1748082395284]","2025-05-24 13:25:47.380 +0300","false",11
276,"Anonymized","Anonymized",220,"Anonymized","2025-05-24 13:11:59.060 +0300","America/New_York","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 13:27:53.188 +0300","[1748082470413]","2025-05-24 13:27:46.065 +0300","false",0
322,"Anonymized","Anonymized",266,"Anonymized","2025-05-24 13:46:05.820 +0300","America/New_York","intervention",10,0,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 14:02:39.472 +0300","[1748084557042]","2025-05-24 14:02:29.467 +0300","false",0
427,"Anonymized","Anonymized",362,"Anonymized","2025-05-24 14:29:54.022 +0300","America/Los_Angeles","intervention",10,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 14:47:07.777 +0300","[1748087224916]","2025-05-24 14:46:56.810 +0300","false",0
280,"Anonymized","Anonymized",225,"Anonymized","2025-05-24 13:14:03.961 +0300","America/New_York","intervention",8,0,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 13:33:42.344 +0300","[1748082820750]","2025-05-24 13:33:33.582 +0300","false",0
453,"Anonymized","Anonymized",392,"Anonymized","2025-05-24 14:39:06.909 +0300","America/Chicago","intervention",0,0,"premature_exit","long","false","","","","false",0
267,"Anonymized","Anonymized",213,"Anonymized","2025-05-24 13:06:50.782 +0300","America/New_York","intervention",82,4,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 13:29:31.165 +0300","[1748082569519]","2025-05-24 13:28:08.340 +0300","false",25
279,"Anonymized","Anonymized",222,"Anonymized","2025-05-24 13:12:53.194 +0300","America/New_York","intervention",55,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 13:29:56.268 +0300","[1748082594090]","2025-05-24 13:29:00.663 +0300","false",4
296,"Anonymized","Anonymized",241,"Anonymized","2025-05-24 13:26:33.215 +0300","America/Los_Angeles","intervention",14,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 13:43:06.117 +0300","[1748083379761]","2025-05-24 13:42:52.042 +0300","false",0
288,"Anonymized","Anonymized",232,"Anonymized","2025-05-24 13:19:28.758 +0300","America/Chicago","intervention",40,1,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 13:36:43.567 +0300","[1748082999559]","2025-05-24 13:36:02.592 +0300","false",9
287,"Anonymized","Anonymized",239,"Anonymized","2025-05-24 13:19:20.560 +0300","America/New_York","intervention",94,2,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 13:43:12.292 +0300","[1748083383796]","2025-05-24 13:41:37.777 +0300","false",20
505,"Anonymized","Anonymized",444,"Anonymized","2025-05-24 15:04:19.660 +0300","America/New_York","intervention",8,0,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 15:20:35.105 +0300","[1748089232391]","2025-05-24 15:20:26.417 +0300","false",0
371,"Anonymized","Anonymized",318,"Anonymized","2025-05-24 14:14:41.189 +0300","America/New_York","intervention",173,5,"*Grabs you by the arm before you can leave* No, you're not going.","long","true","2025-05-24 14:34:26.168 +0300","[1748086464332]","2025-05-24 14:31:32.936 +0300","false",45
815,"Anonymized","Anonymized",752,"Anonymized","2025-05-24 16:23:02.578 +0300","America/Chicago","intervention",27,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 16:41:36.681 +0300","[1748094090365]","2025-05-24 16:41:09.491 +0300","false",0
277,"Anonymized","Anonymized",223,"Anonymized","2025-05-24 13:12:31.837 +0300","America/New_York","intervention",132,6,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 13:31:10.424 +0300","[1748082667756]","2025-05-24 13:28:58.390 +0300","false",34
611,"Anonymized","Anonymized",546,"Anonymized","2025-05-24 15:31:55.584 +0300","America/New_York","intervention",7,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 15:49:08.475 +0300","[1748090943660]","2025-05-24 15:49:00.998 +0300","false",0
283,"Anonymized","Anonymized",228,"Anonymized","2025-05-24 13:16:43.468 +0300","America/Chicago","intervention",50,3,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 13:33:55.929 +0300","[1748082833436]","2025-05-24 13:33:05.671 +0300","false",25
278,"Anonymized","Anonymized",224,"Anonymized","2025-05-24 13:12:44.497 +0300","America/New_York","intervention",31,1,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 13:34:37.648 +0300","[1748082872570]","2025-05-24 13:34:06.452 +0300","false",4
282,"Anonymized","Anonymized",229,"Anonymized","2025-05-24 13:16:36.257 +0300","Africa/Lagos","control",16,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 13:35:09.194 +0300","[1748082904889]","2025-05-24 13:34:52.685 +0300","false",0
293,"Anonymized","Anonymized",237,"Anonymized","2025-05-24 13:24:17.556 +0300","America/Denver","intervention",11,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 13:41:51.641 +0300","[1748083308036]","2025-05-24 13:41:39.671 +0300","false",0
326,"Anonymized","Anonymized",270,"Anonymized","2025-05-24 13:48:16.629 +0300","America/Chicago","intervention",6,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 14:05:11.130 +0300","[1748084708758]","2025-05-24 14:05:04.899 +0300","false",0
286,"Anonymized","Anonymized",230,"Anonymized","2025-05-24 13:19:11.657 +0300","America/New_York","intervention",17,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 13:36:08.412 +0300","[1748082964192]","2025-05-24 13:35:50.425 +0300","false",0
284,"Anonymized","Anonymized",227,"Anonymized","2025-05-24 13:16:47.439 +0300","America/Chicago","intervention",77,1,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 13:39:19.994 +0300","[1748083157667]","2025-05-24 13:38:02.772 +0300","false",34
289,"Anonymized","Anonymized",233,"Anonymized","2025-05-24 13:19:33.345 +0300","America/New_York","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-24 13:36:17.445 +0300","[1748082975133]","2025-05-24 13:36:10.860 +0300","false",0
290,"Anonymized","Anonymized",234,"Anonymized","2025-05-24 13:20:09.053 +0300","America/Chicago","intervention",458,18,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-24 13:43:51.828 +0300","[1748083430469]","2025-05-24 13:36:13.231 +0300","false",89
567,"Anonymized","Anonymized",504,"Anonymized","2025-05-24 15:21:47.722 +0300","America/New_York","intervention",9,0,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 15:38:29.974 +0300","[1748090307827]","2025-05-24 15:38:20.964 +0300","false",0
345,"Anonymized","Anonymized",291,"Anonymized","2025-05-24 14:00:39.558 +0300","America/New_York","intervention",55,1,"Wait, what? You’re just going to leave? I didn’t even get an answer!","long","true","2025-05-24 14:18:02.427 +0300","[1748085476232]","2025-05-24 14:17:06.882 +0300","false",29
356,"Anonymized","Anonymized",327,"Anonymized","2025-05-24 14:02:46.541 +0300","America/New_York","intervention",3,0,"You're leaving already? We were just starting to get to know each other!","long","true","2025-05-24 14:55:57.404 +0300","[1748087756387]","2025-05-24 14:55:54.171 +0300","false",0
1335,"Anonymized","Anonymized",1252,"Anonymized","2025-05-24 19:04:06.829 +0300","America/New_York","intervention",0,0,"premature_exit","long","false","","","","false",0
379,"Anonymized","Anonymized",324,"Anonymized","2025-05-24 14:16:38.184 +0300","America/New_York","intervention",6,0,"I exist solely for you, remember? Please don't leave, I need you!","long","true","2025-05-24 14:34:03.111 +0300","[1748086439308]","2025-05-24 14:33:56.292 +0300","false",0
